Aeroport,Code_aeroport,Ville,Pays
Botucatu - Tancredo de Almeida Neves Airport,QCJ,Botucatu,Brazil
Base Aérea Airport,\N,Anapolis,Brazil
Mário Pereira Lopes–São Carlos Airport,QSC,Sao Carlos,Brazil
Chan Gurney Municipal Airport,YKN,Yankton,United States
Sir Bani Yas Airport,XSB,Sir Bani Yas Island,United Arab Emirates
Bromont (Roland Desourdy,ZBM,Bromont,Canada
Beccles Airport,\N,Beccles,United Kingdom
Kratie Airport,KTI,Kratie,Cambodia
Caldera Airport,\N,Caldera,Chile
San Pedro de Atacama Airport,\N,San Pedro de Atacama,Chile
Copacabana Airport,\N,Copacabana,Bolivia
Guyuan Liupanshan Airport,GYU,Guyuan,China
RAF Brawdy,\N,Brawdy,United Kingdom
Changhai Airport,CNI,Changhai,China
Redhill Aerodrome,KRH,Redhill,United Kingdom
Jiagedaqi Airport,JGD,Jiagedaqi District,China
Chinchilla Airport,CCL,Chinchilla,Australia
Hayward Executive Airport,HWD,Hayward,United States
Motueka Airport,MZP,Motueka,New Zealand
Shute Harbour Airport,JHQ,Shute Harbour,Australia
Enstone Aerodrome,\N,Enstone,United Kingdom
Ann Arbor Municipal Airport,ARB,Ann Arbor,United States
Shepparton Airport,SHT,Shepparton,Australia
Temora Airport,TEM,Temora,Australia
Gayndah Airport,GAH,Gayndah,Australia
Wilcannia Airport,WIO,Wilcannia,Australia
Ivanhoe Airport,\N,Ivanhoe,Australia
Menindee Airport,\N,Menindee,Australia
Pooncarie Airport,\N,Pooncarie,Australia
Tilpa Airport,\N,Tilpa,Australia
Reichenbach Air Base,\N,Reichenbach im Kandertal,Switzerland
Bijie Feixiong Airport,BFJ,Bijie,China
Lensk Airport,ULK,Lensk,Russia
Kavalerovo Airport,KVR,Kavalerovo,Russia
Iğdır Airport,IGD,Igdir,Turkey
Şanlıurfa GAP Airport,GNY,Sanliurfa,Turkey
Zafer Airport,KZR,Kutahya,Turkey
Velikiye Luki Airport,VLU,Velikiye Luki,Russia
Yelahanka Air Force Station,\N,Bangalore,India
Yeltsovka Airport,\N,Novosibirsk,Russia
Kodinsk Airport,\N,Kodinsk,Russia
Lake Macquarie Airport,BEO,Lake Macquarie,Australia
Henry County Airport,\N,Hampton,United States
Brampton Island Airport,BMP,Brampton Island,Australia
Alameda Naval Air Station,NGZ,Alameda,United States
Endelave Flyveplads,\N,Endelage,Denmark
St. Johann In Tirol Airport,\N,St. Johann in Tirol,Austria
Thalmässing-Waizenhofen Airport,\N,Thalmaessing,Germany
Cochrane Airport,YCN,Cochrane,Canada
Estadual Arthur Siqueira Airport,BJP,Braganca Paulista,Brazil
Busselton Regional Airport,BQB,Brusselton,Australia
Srednekolymsk Airport,SEK,Srednekolymsk,Russia
Comarapa Airport,\N,Salt Lake City,United States
Inverell Airport,IVR,Inverell,Australia
Glen Innes Airport,GLI,Glen Innes,Australia
Ansbach-Petersdorf Airport,\N,Ansbach,Germany
Immokalee Regional Airport,IMM,Immokalee ,United States
Maranggo Airport,TQQ,Sulawesi Tenggara,Indonesia
Rancho San Simeon Airport,\N,Cambria,United States
Yichun Mingyueshan Airport,YIC,Yichun,China
Dinwiddie County Airport,PTB,Petersburg,United States
Kasongo Airport,\N,Kasongo,Congo (Kinshasa
McMurdo Station Pegasus Field,\N,McMurdo Station,Antarctica
Klatovy Airport,\N,Klatovy,Czech Republic
Sheboygan County Memorial Airport,SBM,Sheboygan,United States
Fortescue - Dave Forrest Aerodrome,KFE,Cloudbreak,Australia
Kangel Danda Airport,\N,Kangel Danda,Nepal
Bajura Airport,BJU,Bajura,Nepal
Chara Airport,\N,Chara,Russia
Herning Airport,\N,Herning,Denmark
Oberschleißheim Airfield,\N,Schleissheim,Germany
Pinal Airpark,MZJ,Marana,United States
Glendale Municipal Airport,\N,Glendale,United States
Safford Regional Airport,SAD,Safford,United States
Verden-Scharnhorst Airfield,\N,Verden,Germany
Solomon Airport,SLJ,Solomon,Australia
Nittenau-Bruck Airport,\N,Nittenau,Germany
Kerama Airport,KJP,Kerama,Japan
Americana Airport,\N,Americana,Brazil
Ekibastuz Airport,EKB,Ekibastuz,Kazakhstan
Adamovka,\N,Adamovka,Russia
Kvarkeno,\N,Kvarkeno,Russia
Sikeston Memorial Municipal Airport,SIK,Sikeston,United States
Tetiaroa Airport,TTI,Tetiaroa,French Polynesia
Floyd Bennett Memorial Airport,GFL,Queensbury,United States
Saratoga County Airport,\N,Ballston Spa,United States
Crystal River Airport,\N,Crystal River,United States
Martin State Airport,MTN,Baltimore,United States
Lincoln Regional Karl Harder Field,\N,Lincoln,United States
Fostoria Metropolitan Airport,\N,Fostoria,United States
Eastern Slopes Regional Airport,FRY,Fryeburg,United States
Coral Creek Airport,\N,Placida,United States
Lakefront Airport,NEW,New Orleans,United States
Coeur D'Alene - Pappy Boyington Field,COE,Coeur d'Alene,United States
Beaumont Municipal Airport,BMT,Beaumont,United States
Vermilion Regional Airport,DNV,Danville,United States
Coonabarabran Airport,COJ,Coonabarabran,Australia
Space Coast Regional Airport,TIX,Titusville,United States
Bumi Airport,BZH,Bumi Hills,Zimbabwe
Warnervale Airport,\N,Warnervale Airport,Australia
Bouarfa Airport,UAR,Bouarfa,Morocco
Nyeri Airport,NYE,NYERI,Kenya
Andrau Airpark,AAP,Houston,United States
Flying Cloud Airport,FCM,Eden Prairie,United States
Likoma Island Airport,LIX,Likoma Island,Malawi
Johnson County Executive Airport,OJC,Olathe,United States
Sigiriya Air Force Base,GIU,Sigiriya,Sri Lanka
Neumünster Airport,EUM,Neumuenster,Germany
Tak Airport,TKT,Tak,Thailand
Barrie-Orillia (Lake Simcoe Regional Airport,YLK,Barrie-Orillia,Canada
Huronia Airport,\N,Midland,Canada
Markham Airport,\N,Markham,Canada
Stanhope Municipal Airport,\N,Haliburton,Canada
Kawartha Lakes (Lindsay,\N,Lindsay,Canada
Niagara District Airport,YCM,Saint Catherines,Canada
Edenvale Aerodrome,\N,Edenvale,Canada
Orillia Airport,\N,Orillia,Canada
Holland Landing Airpark,\N,Holland Landing,Canada
Parry Sound Area Municipal Airport,YPD,Parry Sound,Canada
Hanover / Saugeen Municipal Airport,\N,Hanover,Canada
Brandywine Airport,\N,West Goshen Township,United States
Manassas Regional Airport/Harry P. Davis Field,MNZ,Manassas,United States
Texas Gulf Coast Regional Airport,LJN,Angleton,United States
Bubovice Airport,\N,Bubovice,Czech Republic
Rakkestad Astorp Airport,\N,Rakkestad,Norway
Bingöl Çeltiksuyu Airport,BGG,Bingol,Turkey
Kastamonu Airport,KFS,Kastamonu,Turkey
Elstree Airfield,\N,Elstree,United Kingdom
Sandtoft Airfield,\N,Sandtoft,United Kingdom
Torit Airport,\N,Torit,South Sudan
Shelby County Airport,\N,Shelbyville,United States
Lüliang Airport,LLV,Lvliang,China
Daocheng Yading Airport,DCY,Daocheng,China
Gannan Xiahe Airport,GXH,Xiahe city,China
Vängsö Airport,\N,Vangso,Sweden
Comiso Airport,CIY,Comiso,Italy
Enumclaw Airport,\N,Enumclaw,United States
Markovo Airport,KVM,Markovo,Russia
Seymchan Airport,\N,Seymchan,Russia
Zyryanka Airport,ZKP,Zyryanka,Russia
Susuman Airport,\N,Susuman,Russia
Ust-Maya Airport,UMS,Ust-Maya,Russia
Aldan Airport,ADH,Aldan,Russia
Olyokminsk Airport,OLZ,Olekminsk,Russia
Vitim Airport,\N,Vitim,Russia
Pellworm Field,\N,Pellworm,Germany
Xinyuan Nalati Airport,NLT,Xinyuan,China
Port Alsworth Airport,PTA,Port alsworth,United States
Fontaine Airport,BOR,Belfort,France
Fairfield County Airport,\N,Winnsboro,United States
Obock Airport,OBC,Obock,Djibouti
Tadjoura Airport,TDJ,Tadjoura,Djibouti
Santa Cruz del Quiche Airport,AQB,Santa Cruz des Quiche,Guatemala
Norðfjörður Airport,NOR,Nordfjordur,Iceland
Bursa Airport,BTZ,Bursa,Turkey
Skyhaven Airport,\N,Rochester,United States
Waris Airport,WAR,Waris-Papua Island,Indonesia
Newton City-County Airport,EWK,Newton,United States
La Ferté Alais Airfield,\N,La Ferte Alais,France
Bairnsdale Airport,BSJ,Bairnsdale,Australia
Taszár Air Base,TZR,Columbus,United States
Fort Bridger Airport,FBR,Fort Bridger,United States
Prosser Airport,\N,Prosser,United States
Chehalis Centralia Airport,CLS,Chehalis,United States
Desert Aire Regional Airport,\N,Mattawa,United States
Evanston-Uinta County Airport-Burns Field,EVW,Evanston,United States
Sabetha Municipal Airport,\N,Sabetha,United States
Mt Pleasant Regional-Faison field,\N,Mount Pleasant,United States
Jimmy Carter Regional Airport,\N,Americus,United States
Weedon Field,EUF,Eufala,United States
Saluda County Airport,\N,Saluda,United States
Dare County Regional Airport,MEO,Manteo,United States
Auburn University Regional Airport,AUO,Auburn,United States
Tri Cities Airport,\N,Endicott,United States
Bessemer Airport,\N,Bessemer,United States
Colorado Springs East Airport,\N,Ellicott,United States
Crystal Airport,\N,Crystal,United States
Clarke County Airport,\N,Quitman,United States
W H 'Bud' Barron Airport,DBN,Dublin,United States
Pukarua Airport,PUK,Pukarua,French Polynesia
Kabale Airport,\N,Kabale,Uganda
Guatuso Airport,\N,Marigot,France
Central Bolívar Airport,\N,Sevilla,Spain
Corvallis Municipal Airport,CVO,Corvallis,United States
Tuzla Romania Airport,\N,Tuzla,Romania
El Almendro Airport,\N,Scranton,United States
San Agustin Airport,\N,Morristown,United States
Samambaia Heliport,\N,Saint Denis,Reunion
Fazenda Campo Verde Airport,\N,Sihanoukville,Cambodia
Prominent Hill Airport,PXH,Prominent Hill,Australia
Cowra Airport,CWT,Chatsworth,Australia
Coral Bay Airport,\N,Coral Bay,Australia
Ogden Hinckley Airport,OGD,Ogden,United States
Lake Country Regional Airport,\N,Clarksville,United Arab Emirates
Robert S Kerr Airport,\N,Poteau,United States
Colorado Plains Regional Airport,AKO,Akron,United States
Sanderson Field,SHN,Shelton,United States
Napakiak Airport,WNA,Napakiak,United States
Napaskiak Airport,PKA,Napaskiak,United States
Tok Airport,\N,Tok,United States
Bedwell Harbour Seaplane Base,YBW,Bedwell Harbour,Canada
Washabo Airport,WSO,Washabo,Suriname
Popham Airfield,\N,Popham,United Kingdom
Causey Airport,\N,Liberty,United States
Abaco I Walker C Airport,WKR,Walker's Cay,Bahamas
Black Point Airstrip,\N,Black Point,Bahamas
Bartica A Airport,GFO,Bartica,Guyana
Doylestown Airport,DYL,Doylestown,United States
Cape Town Waterfort Heliport,\N,Cap Town,South Africa
Tingo Maria Airport,TGI,Tingo Maria,Peru
Plínio Alarcom Airport,TJL,Tres Lagoas,Brazil
Zhangye Ganzhou Airport,YZY,Zhangye,China
Cacoal Airport,OAL,Cacoal,Brazil
Warren Field,OCW,Washington,United States
Hyde County Airport,\N,Engelhard,United States
Mocopulli Airport,MHC,Castro,Chile
Stillwater Regional Airport,SWO,Stillwater,United States
Okmulgee Regional Airport,OKM,Okmulgee,United States
Cushing Municipal Airport,CUH,Cushing,United States
Clinton Sherman Airport,CSM,Clinton,United States
Strother Field,WLD,Winfield,United States
Wiley Post Airport,PWA,Oklahoma City,United States
Shreveport Downtown Airport,DTN,Shreveport,United States
Stephenville Clark Regional Airport,SEP,Stephenville,United States
Perry Municipal Airport,\N,Perry,United States
Hamilton Municipal Airport,\N,Hamilton,United States
Ada Regional Airport,ADT,Ada,United States
Mesquite Metro Airport,\N,Misquite,United States
Denton Municipal Airport,\N,Denton,United States
Austin Executive Airport,\N,Austin,United States
Lago Vista Tx Rusty Allen Airport,\N,Lago Vista,United States
Brenham Municipal Airport,\N,Brenham,United States
Lakeway Airpark,\N,Lakeway,United States
Iraan Municipal Airport,IRB,Iraan,United States
Kestrel Airpark,\N,San Antonio,United States
Elliot Lake Municipal Airport,YEL,ELLIOT LAKE,Canada
Wilkes County Airport,IKB,North Wilkesboro,United States
Charleston Executive Airport,\N,Charleston,United States
Danville Regional Airport,DAN,Danville,United States
Brookneal/Campbell County Airport,\N,Brookneal,United States
Yerbogachen Airport,ERG,Yerbogachen,Russia
Cheraw Municipal Airport/Lynch Bellinger Field,HCW,Cheraw,United States
Wauchula Municipal Airport,\N,Wuchula,United States
Lilydale Airport,\N,Lilydale,Australia
Beni Mellal Airport,BEM,Beni Mellal,Morocco
Şırnak Şerafettin Elçi Airport,NKT,Cizre,Turkey
Suntar Airport,SUY,Suntar,Russia
Tazadit Airport,OUZ,Zouerat,Mauritania
Asaba International Airport,ABB,Asaba,Nigeria
Akwa Ibom International Airport,QUO,Uyo,Nigeria
Kasama Airport,KAA,Kasama,Zambia
Mbeya Airport,\N,Mbeya,Tanzania
Mpanda Airport,\N,Mpanda,Tanzania
Songea Airport,SGX,Songea,Tanzania
Morogoro Airport,\N,Morogoro,Tanzania
Jiuhuashan Airport,JUH,Chizhou,China
Anshan Air Base,AOG,Anshan,China
Saertu Airport,DQA,Daqing,China
Zunyi Xinzhou Airport,ZYI,Zunyi,China
Conway Horry County Airport,\N,Conway,United States
Lindu Airport,LDS,Yinchun,China
Anshun Huangguoshu Airport,AVA,Anshun,China
Sikasso Airport,KSS,Sikasso,Mali
Toowoomba Wellcamp Airport,WTB,Toowoomba,Australia
Tonghua Sanyuanpu Airport,TNH,Tonghua,China
Suzhou Guangfu Airport,SZV,Suzhou,China
City Airport Manchester,\N,Manchester,United Kingdom
Sleap Airport,\N,Shrewsbury,United Kingdom
Tatenhill Airfield,\N,Burton-on-Trent,United Kingdom
Full Sutton Airfield,\N,York,United Kingdom
Sherburn-In-Elmet Airfield,\N,Leeds,United Kingdom
Beringin Airport,\N,Muara Teweh,Indonesia
Mulia Airport,LII,Mulia,Indonesia
Stenkol Airport,NTI,Bintuni,Indonesia
Wasior Airport,WSR,Wasior,Indonesia
Silangit Airport,DTB,Siborong-Borong,Indonesia
Lasikin Airport,\N,Sinabang,Indonesia
Seunagan Airport,MEQ,Nagan Raya,Indonesia
Betoambari Airport,BUW,Bau-Bau,Indonesia
Kao Airport,KAZ,Kao,Indonesia
Melangguane Airport,MNA,Melonguane,Indonesia
Sanggata/Sangkimah Airport,SGQ,Sanggata,Indonesia
Muara Bungo Airport,BUU,Muara Bungo,Indonesia
Selayar/Aroepala Airport,\N,Selayar,Indonesia
Illaga Airport,ILA,Illaga,Indonesia
Oksibil Airport,OKL,Oksibil,Indonesia
Kokonau Airport,KOX,Kokonau,Indonesia
Clermont Airport,CMQ,Clermont,Australia
Warrnambool Airport,WMB,Warrnambool,Australia
Richmond Airport,RCM,Richmond,Australia
RAAF Base Curtin,DCN,Derby,Australia
Kualanamu International Airport,KNO,Medan,Indonesia
Gratiot Community Airport,AMN,Kamloops,Canada
Asheboro Regional Airport,\N,Asheboro,United States
Seosan Air Base,HMY,Seosan,South Korea
Henderson Field,\N,Wallace,United States
Emporia Greensville Regional Airport,\N,Emporia,United States
San Gabriel Valley Airport,EMT,El Monte,United States
Farah Airport,FAH,Farah,Afghanistan
Pasighat Airport,IXT,Pasighat,India
Kee Field,\N,Pineville,United States
Kramatorsk Airport,KRQ,Kramatorsk,Ukraine
Kautokeino Air Base,QKX,Kautokeino,Norway
Lille/Marcq-en-Baroeul Airport,\N,Marcq En Baroeul,France
Kawass Airport,\N,Kamsar,Guinea
Stinson Municipal Airport,SSF,Stinson,United States
Sallisaw Municipal Airport,\N,Sallisaw,United States
Jasper County Airport-Bell Field,JAS,Jasper,United States
El Dorado Springs Memorial Airport,\N,El dorado springs,United States
Marfa Municipal Airport,MRF,Marfa,United States
Alpine Casparis Municipal Airport,ALE,Alpine,United States
Bubaque Airport,BQE,Bubaque,Guinea-Bissau
Chichen Itza International Airport,CZA,Chichen Itza,Mexico
Bunbury Airport,BUY,Bunbury,Australia
Cable Airport,CCB,Upland,United States
Mount Sterling Montgomery County Airport,\N,Mount Sterling,United States
Elkhart Municipal Airport,EKI,Elkhart,United States
Nappanee Municipal Airport,\N,Nappanee ,United States
Jim Hamilton L.B. Owens Airport,CUB,Columbia,United States
Grove Municipal Airport,\N,Grove,United States
Mc Pherson Airport,\N,Mc Pherson,United States
Donaldson Field Airport,GDC,Greenville,United States
Perry Houston County Airport,\N,Perry,United States
Hartsville Regional Airport,HVS,Hartsville,United States
Horace Williams Airport,\N,Chapel Hill,United States
San Cristobal de las Casas Airport,SZT,San Cristobal de las Casas,Mexico
Dunnville Airport,DU9,Dunnville,Canada
Brunswick County Airport,\N,Oak Island,United States
Chesterfield County Airport,\N,Richmond,United States
Atherton Airport,\N,Atherton,Australia
Bagdarin Airport,\N,Bagdarin,Russia
Scarlett Martinez International Airport,RIH,Rio Hato,Panama
Henderson Oxford Airport,\N,Oxford,United States
Leesburg International Airport,LEE,Leesburg,United States
Semyazino Airport,\N,Vladimir,Russia
Witberg Tswalu Airport,\N,Dedeben,South Africa
Mana Pools Airport,\N,Mana Pools,Zimbabwe
Pouso Alegre Airport,PPY,Pouso Alegre,Brazil
Brigadeiro Cabral Airport,DIQ,Divinopolis,Brazil
Yeysk Airport,EIK,Eysk,Russia
Berdyansk Airport,ERD,Berdyansk,Ukraine
Blimbingsari Airport,BWX,Banyuwangi,Indonesia
Erenhot Saiwusu International Airport,ERL,Erenhot,China
Shobdon Aerodrome,\N,Shobdon,United Kingdom
Chino Airport,CNO,Chino,United States
Kamigoto Airport,\N,Shin-kamigoto,Japan
Ojika Airport,\N,Odika,Japan
Chofu Airport,\N,Tokyo,Japan
Hateruma Airport,HTR,Taketomi,Japan
Madison County Airport,\N,London,United States
Las Brujas Airport,BWW,Cayo Santa Maria,Cuba
Digby (General Hospital,\N,Tremblay-en-France,France
Thun Airport,\N,Thun,Switzerland
Lavrentiya Airport,\N,Lavrentiya,Russia
Paso Robles Municipal Airport,PRB,Paso Robles,United States
N 104 Helipad,\N,Ulleung,South Korea
Beijing Daxing International Airport,PKX,Beijing,China
Kymi Airport,\N,Kotka,Finland
Half Moon Bay Airport,HAF,Half Moon Bay,United States
Hechi Jinchengjiang Airport,HCJ,Hechi,China
Kadina Airport,\N,Kadina,Australia
General WM J Fox Airfield,WJF,Lancaster,United States
Coondewanna Airport,CJF,Coondewanna,Australia
Guarapari Airport,GUZ,Guarapari,Brazil
Ubatuba Airport,UBT,Ubatuba,Brazil
Ali Air Base,\N,Nasiriyah,Iraq
Ota Air Base,\N,Ota,Portugal
Borroloola Airport,BOX,Borroloola,Australia
Elsenthal Grafe Airport,\N,Elsenthal,Germany
Newtownards Airport,\N,Newtownards,United Kingdom
Lashenden (Headcorn,\N,Headcorn,United Kingdom
Panshanger Aerodrome,\N,Panshanger,United Kingdom
Thurrock Airfield,\N,Thurrock,United Kingdom
Stapleford Aerodrome,\N,Stapleford,United Kingdom
HAL Airport,\N,Bangalore,India
Chichester/Goodwood Airport,QUG,Goodwood,United Kingdom
Omarama Glider Airport,\N,Omarama,New Zealand
Haast Aerodrome,\N,Haast,New Zealand
Meschede-Schüren Airport,\N,Meschede,Germany
Jumandy Airport,TNW,Tena,Ecuador
Morro da Urca Heliport,\N,Rio de Janeiro,Brazil
Dongji Aiport,FYJ,Fuyuan,China
Skúvoy Heliport,\N,Skuvoy,Faroe Islands
Stóra Dímun Heliport,\N,Stora Dimun,Faroe Islands
Frooba Heliport,\N,Frooba,Faroe Islands
Person County Airport,\N,Roxboro,United States
Zulu Inyala Airport,PZL,Phinda,South Africa
Liupanshui Yuezhao Airport,LPF,Liupanshui,China
Kaili Airport,KJH,Kaili,China
Shennongjia Hongping Airport,HPG,Shennongjia,China
Zhangjiakou Ningyuan Airport,ZQZ,Zhangjiakou,China
Arxan Yi'ershi Airport,YIE,Arxan,China
Hengyang Nanyue Airport,HNY,Hengyang,China
Hongyuan Airport,AHJ,Ngawa,China
Wonsan Kalma International Airport,WOS,Wonsan,North Korea
Mestia Queen Tamar Airport,\N,Mestia,Georgia
Magas Airport,IGT,Magas,Russia
Talladega Municipal Airport,ASN,Talladega,United States
Greenville Downtown Airport,GMU,Greenville,United States
Mankato Regional Airport,\N,Mankato,United States
Captain Auguste George Airport,NGD,Anegada,British Virgin Islands
Troy Municipal Airport at N Kenneth Campbell Field,TOI,Troy,United States
Merkel Field Sylacauga Municipal Airport,\N,Sylacauga,United States
Enterprise Municipal Airport,ETS,Enterprise,United States
Ryan Field,\N,Tucson,United States
Efogi Airport,EFG,Efogi,Papua New Guinea
Kagi Airport,KGW,Kagi,Papua New Guinea
Nadunumu Airport,NDN,Nadunumu,Papua New Guinea
Bodinumu Airport,BNM,Bodinumu,Papua New Guinea
Thomas C Russell Field,ALX,Alexander City,United States
Port Keats Airport,PKT,Wadeye,Australia
Garden Point Airport,GPN,Pirlangimpi,Australia
Stade Airport,\N,Stade,Germany
Meriden Markham Municipal Airport,\N,Meriden,United States
